instagram post,prompt
"Say hello to Osprey Athlete, Rachel Drake! This photo is of her descending off of Cerro Bayo Mountain at the World Mountain Running Championships in Patagonia this past November. | 📷 by: @wackera | Featured pack from the Duro/Dyna Series #ospreypacks #thegooddaysareamade #ospreyathlete","Write a post introducing Osprey Athlete Rachel Drake, featuring her Patagonia mountain running adventure."
"""I grabbed this image of my wife Maria and son Jasper on our first outdoor climbing date of the season in late February, at Frenchman’s Coulee in Washington. The great Missoula Floods carved these ancient lava beds to expose vast areas of columnar basalt, making for some great (and some loose!) climbing.  We’re lucky to have a “dry side”, just over Cascades, to escape to when it’s still pretty dreary and cold on the west (wet?) side."" | 📷 by: @vertizonphoto | Featured pack from the Talon/Tempest & Ace Series #ospreypacks #thegooddaysaremade","Write a post about a family's outdoor climbing adventure at Frenchman's Coulee, highlighting the unique geological features and their experience with Osprey packs."
"UPDATE: If you’d like to make masks from home, we’ve posted a pattern on our blog. You can access via link in bio!
🔹
Equipped with sewing machines, patterns and material from our local quilt shop, our warranty and repair team has temporarily suspended its business-as-usual operations to focus on producing protective fabric masks for our local community.
.
.
To read more about our efforts, click the link in our bio to head to our recent blog. #ospreypacks",Write an update announcing the temporary suspension of warranty and repair operations to produce protective masks for the local community.
"Thanks to everyone that helped put this list together! Even though we’re hanging at home, we hope this helps you stay busy and reminds you that we’re all in this together. 💪
.
.
Head to the link in our bio to see our community built, at-home resource list that's filled with yummy recipes, great workouts, and books that you won't want to put down!
.
.
📷 by: @danholzphoto | Featured pack from the Daylite Series #ospreypacks #thegooddaysaremade",Write a heartfelt post thanking contributors and sharing a community-built resource list for staying busy at home.
"""I haven't been everywhere, but it's on my list."" - Susan Sontag | 📷 by: @danholzphoto | Featured pack from the Archeon Series #ospreypacks #thegooddaysaremade","Write a travel-inspired caption quoting Susan Sontag, featuring a stunning outdoor photo and highlighting a specific pack."
Four-year-old Morgan isn’t letting extended time at home stop her from having adventures. Watch this artist/musician unpack her backpack - brimming with her favorite things - and show us all how we can find adventure in our backyard! | 📹: @danholzphoto | #ospreypacks #thegooddaysaremade,Write an Instagram post showcasing a creative 4-year-old's backyard adventures amidst extended home time.
"This week we’ve been doing our best to educate ourselves and stay updated on the latest happenings on our country’s thru hike trails. That being said, @thruhikesyndicate has provided the latest information and recommendations to all of our Thru Hike Syndicate ambassadors regarding their respective trail plans. Based on some of the latest recommendations, we have also strongly advised all on-trail ambassadors to leave the trail immediately or find adequate shelter, for their safety, and the safety of the communities along the trails. We’ll continue to update our ambassadors with the latest news and will work with them to find solutions as the situation evolves, whether that means postponing or finding another hike option for the season. We will continue providing important updates as they become available, and sharing content that encourages inspiring and happy mountain memories. Wherever you are in the world, we hope that you continue to safely recreate and find healing in nature.⁠
@thruhikesyndicate has summarized the latest guidance from some of America’s thru-hike trail associations:⠀
.⁠⠀
The @atc is following the advice of the CDC and the WHO. This means closing ATC visitor’s centers and advising that “all section and thru-hikers to cancel or postpone their hikes.”⁠⠀
.⁠⠀
The @cdtc also advises to “avoid discretionary travel” and also “urge you to stay home and enjoy your local trails and outdoor spaces.”⁠⠀
.⁠⠀
The @PCTA ""asks all those who are already on the trail—as well as those waiting to start—to cancel or postpone your journeys.”⁠⠀
.⁠⠀
The @superiorhikingtrailassociation is asking that SHT users to “hike in place"".
.⁠⠀
@thecoloradotrail put out a statement on considerations to take now that CO is under a stay-at-home order.
.
📷 by : @wilderness_wandering",Create an update post for Thru Hike Syndicate ambassadors regarding latest trail information and recommendations.
"""Nature always wears the colors of the spirit."" - Ralph Waldo Emerson | 📷 by: @davidzammitphotography | Featured pack from the Kestrel/Kyte Series #ospreypacks #thegooddaysaremade","Write a poetic caption highlighting the connection between nature and the human spirit, featuring stunning photography."
"Do you remember your first bike? 🚲 The first time you rode around the neighborhood with friends? The sensation of going fast? The independence and control you felt? As an avid mountain biker, hopping on my bike rekindles pleasant memories and captures a carefreeness that is hard to achieve riding in your car! So when I had two little boys, Solomon and Zeke, I was keen to introduce them to their first ticket to freedom and adventure...a bike.
.
.
Clink the link in our bio to head to our recent blog where Osprey Athlete and Mom @kyleektoth shares tips to introduce kids to fun on two wheels and get them hooked on bike adventures.
.
.
📷 by: @kyleektoth | Featured pack from the Siskin/Salida & Moki Series #ospreypacks #thegooddaysaremade","Write a nostalgic post about introducing kids to their first bike, highlighting the joy and freedom it brings."
"""The world is full of magic things, patiently waiting for our senses to grow sharper."" - W.B. Yeats | 📷 by: @simonallenphotography | Featured pack from the Archeon Series #ospreypacks #thegooddaysareamade","Write a poetic caption highlighting the beauty of the world, inspired by W.B. Yeats' quote and Simon Allen's photography."
"""Every year we eagerly wait for the Milky Way season (March through October), when its core is visible above the horizon. We planned our trip to Capitol Reef National Park on a clear New Moon night and were able to see the Milky Way in all its glory with Chimney Rock in the foreground. We setup the camera to capture pictures and sat down to have dinner under the starlit sky."" | 📷 by: @bhav621 @shashankvijay77 | Featured pack from the Skarab/Skimmer Series #ospreypacks #thegooddaysaremade #ospreyambassador","Write a captivating post about witnessing the Milky Way at Capitol Reef National Park, featuring stunning night sky photos and a mention of the Skarab/Skimmer Series."
